,Angles,Phase,Score
54,"[15, 16, 25, 0, 175, 5, 179, 176]","Up",100
55,"[14, 15, 23, 0, 175, 5, 179, 176]","Up",100
56,"[14, 15, 22, 0, 175, 5, 179, 176]","Up",100
57,"[14, 15, 21, 0, 175, 5, 179, 176]","Up",100
58,"[14, 15, 21, 0, 175, 5, 180, 176]","Up",100
59,"[14, 15, 21, 0, 175, 5, 180, 176]","Up",100
60,"[14, 15, 20, 0, 175, 5, 180, 176]","Up",100
61,"[14, 15, 20, 0, 175, 5, 180, 176]","Up",100
62,"[14, 15, 20, 0, 174, 5, 180, 176]","Up",100
63,"[15, 15, 21, 0, 174, 5, 180, 176]","Up",100
64,"[15, 14, 21, 0, 174, 5, 180, 176]","Up",100
65,"[15, 14, 21, 0, 174, 5, 180, 176]","Up",100
66,"[15, 14, 21, 0, 174, 5, 180, 176]","Up",100
67,"[15, 14, 21, 0, 174, 5, 180, 176]","Up",100
68,"[15, 14, 22, 0, 174, 5, 180, 176]","Up",100
69,"[15, 14, 22, 0, 174, 5, 180, 176]","Up",100
70,"[15, 15, 23, 0, 174, 5, 180, 176]","Up",100
71,"[15, 16, 24, 0, 174, 5, 180, 176]","Up",100
72,"[16, 16, 26, 0, 174, 5, 180, 176]","Up",100
73,"[16, 18, 29, 0, 174, 5, 180, 176]","Up",100
74,"[17, 20, 33, 0, 174, 5, 180, 176]","Up",100
75,"[17, 22, 36, 0, 174, 5, 180, 177]","Up",100
76,"[17, 26, 38, 0, 174, 5, 180, 177]","Up",100
77,"[17, 30, 40, 0, 175, 5, 180, 177]","Up",100
78,"[17, 37, 42, 0, 175, 5, 180, 177]","Up",100
79,"[17, 37, 47, 0, 175, 5, 180, 176]","Up",100
80,"[17, 40, 52, 0, 174, 5, 180, 176]","Up",100
81,"[17, 60, 57, 0, 174, 5, 180, 176]","Up",100
82,"[17, 67, 64, 0, 174, 5, 180, 176]","Null",100
83,"[17, 75, 70, 0, 174, 5, 180, 176]","Null",100
84,"[17, 85, 74, 0, 174, 5, 180, 176]","Null",100
85,"[17, 91, 81, 0, 175, 5, 180, 176]","Null",100
86,"[17, 124, 88, 0, 174, 5, 180, 176]","Null",100
87,"[17, 159, 93, 0, 174, 5, 179, 176]","Null",100
88,"[17, 164, 100, 0, 174, 5, 179, 176]","Null",100
89,"[17, 141, 110, 0, 174, 5, 179, 176]","Null",100
90,"[18, 157, 119, 0, 174, 5, 179, 176]","Null",100
91,"[18, 145, 126, 0, 174, 5, 179, 176]","Null",100
92,"[18, 141, 130, 0, 175, 5, 180, 176]","Null",100
93,"[17, 140, 134, 0, 175, 5, 180, 176]","Null",100
94,"[17, 141, 136, 0, 176, 5, 180, 177]","Null",100
95,"[17, 143, 140, 0, 175, 6, 180, 176]","Null",100
96,"[17, 146, 145, 0, 175, 6, 180, 176]","Null",100
97,"[17, 148, 150, 0, 175, 6, 180, 176]","Null",100
98,"[17, 152, 154, 0, 175, 6, 180, 176]","Null",100
99,"[18, 155, 156, 0, 175, 6, 180, 176]","Down",100
100,"[18, 157, 158, 0, 175, 6, 179, 176]","Down",100
101,"[18, 158, 159, 0, 175, 6, 179, 176]","Down",100
102,"[18, 159, 161, 0, 175, 6, 179, 176]","Down",100
103,"[17, 161, 162, 0, 175, 6, 180, 176]","Down",100
104,"[17, 161, 163, 0, 175, 5, 178, 175]","Down",100
105,"[17, 162, 165, 0, 175, 5, 178, 175]","Down",100
106,"[17, 163, 166, 0, 175, 5, 178, 175]","Down",100
107,"[17, 164, 168, 0, 175, 5, 177, 176]","Down",100
108,"[17, 166, 169, 0, 176, 5, 176, 175]","Down",100
109,"[17, 166, 171, 0, 176, 5, 176, 177]","Down",100
110,"[16, 167, 171, 0, 176, 5, 176, 178]","Down",100
111,"[16, 168, 172, 0, 176, 5, 176, 178]","Down",100
112,"[16, 170, 173, 0, 177, 5, 176, 178]","Down",100
113,"[16, 171, 174, 0, 177, 5, 177, 178]","Down",100
114,"[16, 173, 174, 0, 177, 5, 178, 179]","Down",100
115,"[16, 175, 175, 0, 177, 5, 179, 179]","Down",100
116,"[16, 176, 176, 0, 176, 5, 179, 179]","Down",100
117,"[16, 176, 176, 0, 176, 5, 180, 179]","Down",100
118,"[15, 177, 177, 0, 176, 5, 180, 179]","Down",100
119,"[15, 177, 177, 0, 177, 5, 180, 179]","Down",100
120,"[15, 177, 177, 0, 176, 6, 179, 178]","Down",100
121,"[15, 177, 176, 0, 176, 5, 178, 178]","Down",100
122,"[15, 177, 176, 0, 176, 5, 178, 177]","Down",100
123,"[15, 177, 176, 0, 176, 5, 178, 177]","Down",100
124,"[15, 177, 176, 0, 176, 5, 178, 177]","Down",100
125,"[15, 177, 176, 0, 176, 5, 178, 177]","Down",100
126,"[16, 177, 176, 0, 176, 5, 178, 177]","Down",100
127,"[16, 177, 176, 0, 176, 5, 178, 177]","Down",100
128,"[16, 177, 176, 0, 176, 5, 178, 177]","Down",100
129,"[16, 177, 176, 0, 176, 5, 178, 177]","Down",100
130,"[16, 177, 176, 0, 176, 5, 178, 177]","Down",100
131,"[16, 177, 176, 0, 176, 5, 178, 177]","Down",100
132,"[16, 177, 176, 0, 176, 5, 178, 177]","Down",100
133,"[16, 177, 176, 0, 176, 5, 178, 177]","Down",100
134,"[16, 177, 176, 0, 176, 5, 178, 177]","Down",100
135,"[16, 178, 176, 0, 176, 5, 178, 177]","Down",100
136,"[16, 178, 176, 0, 176, 5, 178, 177]","Down",100
137,"[16, 179, 176, 0, 176, 5, 178, 177]","Down",100
138,"[16, 178, 176, 0, 176, 5, 178, 177]","Down",100
139,"[16, 177, 175, 0, 176, 5, 179, 177]","Down",100
140,"[16, 176, 175, 0, 176, 5, 180, 176]","Down",100
141,"[16, 174, 174, 0, 176, 5, 179, 175]","Down",100
142,"[16, 172, 173, 0, 176, 5, 179, 176]","Down",100
143,"[16, 170, 171, 0, 177, 4, 178, 176]","Down",100
144,"[16, 167, 170, 0, 177, 4, 177, 177]","Down",100
145,"[16, 166, 168, 0, 176, 4, 177, 176]","Down",100
146,"[16, 164, 166, 0, 176, 4, 179, 176]","Down",100
147,"[17, 161, 164, 0, 176, 4, 179, 177]","Down",100
148,"[17, 159, 161, 0, 176, 5, 180, 177]","Down",100
149,"[17, 158, 158, 0, 175, 5, 180, 177]","Down",100
150,"[17, 156, 155, 0, 175, 5, 179, 177]","Down",100
151,"[17, 152, 152, 0, 175, 5, 179, 177]","Down",100
152,"[16, 147, 147, 0, 176, 5, 180, 177]","Null",100
153,"[16, 142, 144, 0, 176, 5, 179, 177]","Null",100
154,"[16, 141, 139, 0, 176, 5, 179, 177]","Null",100
155,"[17, 139, 136, 0, 176, 5, 179, 177]","Null",100
156,"[17, 137, 133, 0, 176, 5, 179, 177]","Null",100
157,"[17, 134, 129, 0, 176, 5, 179, 177]","Null",100
158,"[17, 133, 122, 0, 176, 5, 179, 177]","Null",100
159,"[17, 134, 115, 0, 175, 5, 179, 177]","Null",100
160,"[18, 130, 107, 0, 175, 5, 179, 177]","Null",100
161,"[18, 166, 100, 0, 175, 5, 179, 176]","Null",100
162,"[17, 177, 98, 0, 174, 5, 179, 176]","Null",100
163,"[17, 177, 94, 0, 175, 5, 179, 176]","Null",100
164,"[17, 171, 91, 0, 174, 5, 179, 176]","Null",100
165,"[17, 153, 85, 0, 174, 5, 179, 176]","Null",100
166,"[17, 116, 83, 0, 174, 5, 179, 176]","Null",100
167,"[17, 72, 79, 0, 174, 5, 179, 175]","Null",100
168,"[16, 74, 74, 0, 174, 5, 179, 175]","Null",100
169,"[16, 65, 69, 0, 174, 5, 179, 176]","Null",100
170,"[16, 62, 66, 0, 175, 5, 179, 176]","Null",100
171,"[16, 63, 62, 0, 175, 5, 179, 175]","Null",100
172,"[16, 50, 59, 0, 175, 5, 179, 175]","Null",100
173,"[16, 52, 57, 0, 174, 5, 179, 175]","Up",100
174,"[16, 43, 54, 0, 174, 5, 179, 175]","Up",100
175,"[16, 39, 50, 0, 174, 5, 179, 175]","Up",100
176,"[17, 34, 46, 0, 174, 5, 179, 175]","Up",100
177,"[17, 31, 43, 0, 174, 5, 179, 176]","Up",100
178,"[17, 27, 40, 0, 174, 5, 179, 176]","Up",100
179,"[17, 27, 39, 0, 174, 5, 179, 176]","Up",100
180,"[17, 25, 37, 0, 174, 5, 179, 176]","Up",100
181,"[17, 23, 35, 0, 174, 5, 179, 176]","Up",100
182,"[16, 21, 33, 0, 174, 5, 179, 177]","Up",100
183,"[17, 20, 31, 0, 174, 5, 179, 177]","Up",100
184,"[16, 20, 29, 0, 174, 5, 179, 176]","Up",100
185,"[16, 19, 28, 0, 174, 5, 179, 176]","Up",100
186,"[15, 19, 26, 0, 174, 5, 179, 176]","Up",100
187,"[15, 18, 25, 0, 174, 5, 179, 176]","Up",100
188,"[15, 17, 25, 0, 174, 5, 179, 176]","Up",100
189,"[15, 17, 24, 0, 174, 5, 179, 176]","Up",100
190,"[15, 16, 24, 0, 174, 5, 179, 176]","Up",100
191,"[15, 16, 24, 0, 174, 5, 179, 176]","Up",100
192,"[16, 16, 24, 0, 174, 5, 179, 176]","Up",100
193,"[16, 17, 25, 0, 174, 5, 179, 176]","Up",100
194,"[16, 16, 25, 0, 174, 5, 179, 176]","Up",100
195,"[16, 17, 25, 0, 174, 5, 179, 176]","Up",100
196,"[16, 17, 26, 0, 174, 5, 180, 176]","Up",100
197,"[16, 17, 26, 0, 174, 5, 180, 176]","Up",100
198,"[17, 17, 27, 0, 174, 5, 180, 176]","Up",100
199,"[17, 17, 27, 0, 174, 5, 180, 176]","Up",100
200,"[17, 17, 27, 0, 174, 5, 179, 176]","Up",100
201,"[17, 18, 28, 0, 174, 5, 179, 176]","Up",100
202,"[17, 18, 29, 0, 174, 5, 179, 176]","Up",100
203,"[17, 19, 31, 0, 174, 5, 179, 176]","Up",100
204,"[17, 21, 33, 0, 174, 5, 179, 176]","Up",100
205,"[18, 23, 35, 0, 174, 5, 179, 176]","Up",100
206,"[18, 28, 38, 0, 174, 5, 179, 176]","Up",100
207,"[19, 35, 42, 0, 174, 5, 179, 176]","Up",100
208,"[18, 45, 47, 0, 174, 5, 179, 176]","Up",100
209,"[19, 50, 54, 0, 174, 5, 179, 176]","Up",100
210,"[18, 64, 60, 0, 174, 5, 179, 176]","Up",100
211,"[19, 77, 69, 0, 174, 5, 179, 176]","Null",100
212,"[19, 74, 74, 0, 174, 5, 179, 176]","Null",100
213,"[19, 116, 79, 0, 174, 5, 179, 176]","Null",100
214,"[19, 157, 88, 0, 174, 5, 179, 176]","Null",100
215,"[19, 170, 95, 0, 174, 5, 179, 176]","Null",100
216,"[19, 164, 100, 0, 174, 5, 179, 176]","Null",100
217,"[19, 163, 109, 0, 174, 5, 179, 176]","Null",100
218,"[19, 140, 118, 0, 174, 5, 179, 176]","Null",100
219,"[19, 136, 125, 0, 175, 5, 179, 176]","Null",100
220,"[18, 136, 129, 0, 175, 5, 180, 177]","Null",100
221,"[18, 136, 134, 0, 175, 5, 179, 177]","Null",100
222,"[18, 138, 138, 0, 175, 5, 179, 177]","Null",100
223,"[18, 141, 142, 0, 175, 5, 179, 176]","Null",100
224,"[18, 145, 146, 0, 175, 5, 179, 176]","Null",100
225,"[18, 150, 152, 0, 175, 5, 179, 176]","Null",100
226,"[18, 154, 156, 0, 175, 5, 179, 176]","Null",100
227,"[18, 156, 159, 0, 175, 5, 179, 176]","Null",100
228,"[17, 157, 160, 0, 175, 5, 179, 175]","Down",100
229,"[17, 159, 161, 0, 175, 5, 180, 175]","Down",100
230,"[18, 160, 163, 0, 175, 5, 180, 175]","Down",100
231,"[18, 161, 165, 0, 175, 5, 180, 175]","Down",100
232,"[17, 162, 167, 0, 174, 5, 180, 175]","Down",100
233,"[17, 164, 168, 0, 175, 5, 179, 175]","Down",100
234,"[17, 165, 170, 0, 175, 5, 179, 175]","Down",100
235,"[17, 167, 171, 0, 175, 5, 179, 175]","Down",100
236,"[17, 168, 172, 0, 175, 5, 178, 176]","Down",100
237,"[16, 169, 172, 0, 175, 5, 179, 176]","Down",100
238,"[16, 171, 172, 0, 175, 5, 179, 176]","Down",100
239,"[16, 172, 173, 0, 175, 5, 180, 176]","Down",100
240,"[16, 173, 173, 0, 175, 5, 179, 176]","Down",100
241,"[16, 175, 174, 0, 175, 5, 179, 176]","Down",100
242,"[16, 176, 175, 0, 175, 5, 179, 176]","Down",100
243,"[16, 177, 176, 0, 175, 5, 179, 177]","Down",100
244,"[16, 178, 176, 0, 175, 5, 179, 177]","Down",100
245,"[16, 178, 177, 0, 175, 6, 179, 177]","Down",100
246,"[16, 178, 177, 0, 175, 5, 179, 177]","Down",100
247,"[16, 178, 177, 0, 176, 5, 179, 177]","Down",100
248,"[16, 179, 177, 0, 176, 5, 179, 177]","Down",100
249,"[16, 179, 178, 0, 176, 5, 179, 177]","Down",100
250,"[16, 179, 178, 0, 176, 5, 179, 177]","Down",100
251,"[16, 179, 178, 0, 176, 5, 179, 177]","Down",100
252,"[16, 178, 178, 0, 176, 5, 179, 177]","Down",100
253,"[16, 179, 178, 0, 176, 5, 179, 177]","Down",100
254,"[16, 179, 179, 0, 176, 5, 179, 177]","Down",100
255,"[16, 179, 179, 0, 176, 5, 179, 177]","Down",100
256,"[16, 179, 179, 0, 177, 5, 179, 177]","Down",100
