,Angles,Phase,Score
58,"[3, 7, 8, 0, 179, 13, 179, 178]","Up",100
59,"[3, 7, 8, 0, 179, 13, 179, 178]","Up",100
60,"[3, 7, 8, 0, 179, 13, 179, 178]","Up",100
61,"[3, 7, 8, 0, 179, 13, 179, 179]","Up",100
62,"[3, 7, 8, 0, 179, 13, 179, 179]","Up",100
63,"[3, 7, 8, 0, 179, 13, 179, 179]","Up",100
64,"[3, 7, 8, 0, 179, 13, 179, 179]","Up",100
65,"[3, 7, 8, 0, 179, 13, 179, 179]","Up",100
66,"[3, 7, 8, 0, 179, 13, 179, 179]","Up",100
67,"[3, 7, 8, 0, 178, 13, 179, 179]","Up",100
68,"[3, 7, 8, 0, 178, 13, 179, 179]","Up",100
69,"[3, 7, 8, 0, 178, 13, 179, 179]","Up",100
70,"[3, 8, 8, 0, 178, 13, 179, 179]","Up",100
71,"[3, 8, 8, 0, 178, 13, 179, 179]","Up",100
72,"[3, 8, 8, 0, 178, 13, 179, 179]","Up",100
73,"[3, 8, 8, 0, 178, 13, 179, 179]","Up",100
74,"[2, 9, 8, 0, 178, 13, 179, 179]","Up",100
75,"[2, 9, 8, 0, 178, 13, 179, 179]","Up",100
76,"[2, 10, 8, 0, 179, 13, 179, 179]","Up",100
77,"[2, 10, 9, 0, 179, 13, 179, 179]","Up",100
78,"[2, 11, 10, 0, 179, 13, 179, 178]","Up",100
79,"[2, 12, 11, 0, 179, 13, 179, 178]","Up",100
80,"[1, 13, 12, 0, 179, 13, 179, 178]","Up",100
81,"[1, 13, 13, 0, 179, 13, 179, 178]","Up",100
82,"[1, 14, 15, 0, 179, 13, 179, 178]","Up",100
83,"[1, 15, 17, 0, 179, 13, 179, 178]","Up",100
84,"[1, 16, 17, 0, 179, 13, 179, 178]","Up",100
85,"[0, 18, 19, 0, 179, 13, 179, 178]","Null",100
86,"[0, 22, 24, 0, 179, 13, 179, 179]","Null",100
87,"[0, 27, 39, 0, 179, 13, 179, 179]","Null",90
88,"[0, 33, 49, 0, 180, 13, 179, 179]","Null",90
89,"[0, 50, 73, 0, 180, 13, 179, 179]","Null",90
90,"[0, 82, 106, 0, 180, 13, 179, 180]","Null",90
91,"[0, 131, 132, 0, 179, 13, 179, 180]","Null",100
92,"[0, 161, 150, 0, 179, 13, 179, 180]","Null",100
93,"[0, 167, 158, 0, 179, 13, 179, 180]","Null",100
94,"[0, 169, 165, 0, 180, 13, 179, 179]","Null",100
95,"[0, 170, 165, 0, 180, 13, 179, 179]","Null",100
96,"[1, 170, 168, 0, 180, 13, 179, 179]","Null",100
97,"[1, 170, 170, 0, 180, 13, 179, 179]","Null",100
98,"[1, 172, 171, 0, 180, 13, 179, 179]","Null",100
99,"[1, 172, 172, 0, 180, 13, 179, 179]","Down",100
100,"[1, 172, 172, 0, 180, 13, 179, 179]","Down",100
101,"[1, 172, 173, 0, 180, 13, 179, 179]","Down",100
102,"[1, 172, 173, 0, 179, 13, 179, 179]","Down",100
103,"[2, 171, 174, 0, 179, 13, 179, 179]","Down",100
104,"[2, 171, 174, 0, 179, 13, 179, 179]","Down",100
105,"[2, 171, 173, 0, 179, 13, 179, 178]","Down",100
106,"[2, 171, 173, 0, 179, 13, 179, 178]","Down",100
107,"[2, 171, 173, 0, 179, 13, 179, 178]","Down",100
108,"[2, 171, 173, 0, 179, 13, 179, 178]","Down",100
109,"[2, 171, 173, 0, 179, 13, 179, 178]","Down",100
110,"[2, 172, 173, 0, 179, 13, 179, 178]","Down",100
111,"[2, 172, 173, 0, 179, 13, 179, 178]","Down",100
112,"[2, 172, 173, 0, 179, 13, 179, 178]","Down",100
113,"[2, 173, 173, 0, 179, 13, 179, 178]","Down",100
114,"[2, 173, 173, 0, 179, 13, 179, 178]","Down",100
115,"[2, 173, 173, 0, 179, 13, 179, 178]","Down",100
116,"[2, 173, 173, 0, 179, 13, 179, 178]","Down",100
117,"[2, 173, 173, 0, 179, 13, 179, 178]","Down",100
118,"[2, 174, 174, 0, 179, 13, 179, 178]","Down",100
119,"[2, 174, 174, 0, 179, 13, 178, 178]","Down",100
120,"[2, 174, 174, 0, 179, 13, 178, 178]","Down",100
121,"[2, 174, 174, 0, 179, 13, 178, 178]","Down",100
122,"[2, 174, 174, 0, 179, 13, 178, 178]","Down",100
123,"[2, 174, 174, 0, 179, 13, 178, 178]","Down",100
124,"[2, 174, 174, 0, 179, 13, 178, 178]","Down",100
125,"[2, 174, 174, 0, 179, 13, 178, 178]","Down",100
126,"[2, 174, 174, 0, 179, 13, 178, 178]","Down",100
127,"[2, 175, 174, 0, 179, 13, 178, 178]","Down",100
128,"[2, 175, 174, 0, 179, 13, 178, 179]","Down",100
129,"[2, 175, 174, 0, 179, 13, 178, 179]","Down",100
130,"[2, 175, 175, 0, 179, 13, 179, 179]","Down",100
131,"[2, 175, 175, 0, 179, 13, 179, 179]","Down",100
132,"[2, 175, 175, 0, 179, 13, 178, 179]","Down",100
133,"[2, 175, 175, 0, 179, 13, 178, 179]","Down",100
134,"[2, 175, 175, 0, 179, 13, 178, 179]","Down",100
135,"[2, 175, 175, 0, 179, 13, 178, 179]","Down",100
136,"[2, 175, 175, 0, 179, 13, 179, 179]","Down",100
137,"[2, 175, 175, 0, 179, 13, 179, 179]","Down",100
138,"[2, 175, 175, 0, 179, 13, 179, 179]","Down",100
139,"[2, 175, 175, 0, 179, 13, 179, 179]","Down",100
140,"[2, 175, 175, 0, 179, 13, 179, 179]","Down",100
141,"[2, 175, 175, 0, 179, 13, 179, 179]","Down",100
142,"[2, 175, 175, 0, 179, 13, 179, 179]","Down",100
143,"[2, 174, 175, 0, 179, 13, 179, 179]","Down",100
144,"[2, 174, 175, 0, 179, 13, 179, 179]","Down",100
145,"[2, 173, 175, 0, 179, 13, 179, 179]","Down",100
146,"[2, 173, 175, 0, 179, 13, 179, 178]","Down",100
147,"[2, 172, 175, 0, 179, 13, 179, 178]","Down",100
148,"[2, 172, 174, 0, 179, 13, 179, 178]","Down",100
149,"[2, 171, 174, 0, 179, 13, 179, 178]","Null",100
150,"[2, 170, 173, 0, 179, 13, 179, 178]","Null",100
151,"[2, 169, 173, 0, 179, 13, 179, 178]","Null",100
152,"[2, 168, 173, 0, 179, 13, 179, 178]","Null",100
153,"[2, 165, 172, 0, 179, 13, 179, 178]","Null",100
154,"[2, 164, 171, 0, 179, 13, 179, 178]","Null",100
155,"[2, 163, 170, 0, 179, 12, 179, 178]","Null",100
156,"[2, 156, 163, 0, 179, 12, 179, 178]","Null",100
157,"[2, 139, 152, 0, 179, 12, 179, 178]","Null",100
158,"[2, 114, 127, 0, 179, 12, 179, 178]","Null",100
159,"[2, 77, 72, 0, 179, 12, 179, 178]","Null",100
160,"[2, 50, 46, 0, 179, 12, 179, 178]","Null",100
161,"[2, 35, 32, 0, 179, 12, 179, 178]","Null",100
162,"[2, 24, 28, 0, 179, 12, 179, 178]","Null",100
163,"[2, 18, 23, 0, 179, 12, 179, 178]","Null",100
164,"[2, 15, 19, 0, 179, 12, 179, 178]","Up",100
165,"[2, 13, 14, 0, 178, 13, 179, 178]","Up",100
166,"[2, 12, 12, 0, 178, 13, 179, 178]","Up",100
167,"[2, 11, 11, 0, 178, 13, 179, 178]","Up",100
168,"[2, 11, 10, 0, 178, 13, 179, 178]","Up",100
169,"[2, 10, 9, 0, 178, 13, 179, 178]","Up",100
170,"[2, 9, 9, 0, 178, 13, 179, 178]","Up",100
171,"[2, 8, 8, 0, 178, 13, 179, 178]","Up",100
172,"[2, 8, 8, 0, 178, 13, 179, 178]","Up",100
173,"[3, 8, 8, 0, 178, 13, 179, 178]","Up",100
174,"[3, 8, 8, 0, 178, 13, 179, 178]","Up",100
175,"[3, 8, 8, 0, 178, 13, 179, 178]","Up",100
176,"[3, 8, 8, 0, 178, 13, 179, 178]","Up",100
177,"[3, 8, 8, 0, 179, 13, 179, 178]","Up",100
178,"[3, 8, 8, 0, 179, 13, 179, 178]","Up",100
179,"[3, 8, 8, 0, 179, 13, 179, 178]","Up",100
180,"[3, 8, 8, 0, 179, 13, 179, 178]","Up",100
181,"[3, 8, 8, 0, 179, 13, 179, 178]","Up",100
182,"[3, 8, 9, 0, 179, 13, 179, 178]","Up",100
183,"[4, 8, 9, 0, 178, 13, 179, 178]","Up",100
184,"[4, 8, 9, 0, 178, 13, 179, 178]","Up",100
185,"[4, 8, 9, 0, 178, 13, 179, 178]","Up",100
186,"[4, 8, 9, 0, 178, 13, 179, 178]","Up",100
187,"[4, 8, 9, 0, 178, 13, 179, 178]","Up",100
188,"[4, 8, 9, 0, 178, 13, 179, 178]","Up",100
189,"[4, 8, 9, 0, 178, 13, 179, 178]","Up",100
190,"[4, 8, 9, 0, 178, 13, 179, 179]","Up",100
191,"[4, 8, 9, 0, 178, 13, 179, 178]","Up",100
192,"[4, 8, 9, 0, 178, 13, 179, 178]","Up",100
193,"[4, 8, 9, 0, 178, 13, 179, 178]","Up",100
194,"[4, 8, 9, 0, 178, 13, 179, 178]","Up",100
195,"[3, 9, 9, 0, 179, 13, 179, 178]","Up",100
196,"[3, 10, 10, 0, 179, 13, 179, 178]","Up",100
197,"[3, 10, 10, 0, 179, 13, 179, 178]","Up",100
198,"[3, 12, 11, 0, 179, 13, 179, 178]","Up",100
199,"[3, 13, 12, 0, 179, 13, 179, 178]","Up",100
200,"[3, 14, 13, 0, 179, 13, 179, 178]","Up",100
201,"[2, 15, 15, 0, 179, 13, 179, 178]","Up",100
202,"[2, 17, 16, 0, 179, 13, 179, 178]","Up",100
203,"[2, 18, 18, 0, 179, 13, 179, 178]","Up",100
204,"[2, 19, 20, 0, 179, 13, 179, 178]","Null",100
205,"[1, 22, 20, 0, 179, 13, 179, 178]","Null",100
206,"[1, 27, 25, 0, 179, 13, 179, 178]","Null",90
207,"[1, 33, 39, 0, 179, 13, 179, 178]","Null",90
208,"[1, 51, 66, 0, 179, 13, 179, 178]","Null",100
209,"[2, 85, 96, 0, 179, 13, 179, 178]","Null",100
210,"[2, 129, 131, 0, 179, 13, 179, 179]","Null",100
211,"[2, 155, 154, 0, 179, 12, 179, 179]","Null",100
212,"[2, 165, 163, 0, 179, 12, 179, 179]","Null",100
213,"[2, 168, 167, 0, 179, 12, 179, 179]","Null",100
214,"[2, 168, 169, 0, 179, 13, 179, 179]","Null",100
215,"[2, 169, 169, 0, 179, 13, 179, 179]","Null",100
216,"[2, 170, 171, 0, 179, 13, 179, 179]","Null",100
217,"[2, 171, 172, 0, 179, 13, 179, 179]","Null",100
218,"[2, 171, 173, 0, 179, 13, 179, 179]","Null",100
219,"[2, 172, 173, 0, 179, 13, 179, 179]","Null",100
220,"[2, 172, 174, 0, 179, 13, 179, 178]","Null",100
221,"[3, 172, 174, 0, 179, 13, 179, 178]","Null",100
222,"[3, 172, 174, 0, 179, 13, 179, 178]","Down",100
223,"[3, 172, 174, 0, 179, 13, 178, 178]","Down",100
224,"[3, 172, 173, 0, 179, 13, 178, 178]","Down",100
225,"[3, 172, 174, 0, 179, 13, 178, 178]","Down",100
226,"[3, 172, 174, 0, 179, 13, 178, 178]","Down",100
227,"[3, 173, 174, 0, 179, 13, 178, 178]","Down",100
228,"[3, 173, 174, 0, 179, 13, 178, 178]","Down",100
229,"[3, 173, 174, 0, 179, 13, 178, 178]","Down",100
230,"[3, 173, 174, 0, 179, 13, 178, 178]","Down",100
231,"[3, 173, 174, 0, 179, 13, 178, 178]","Down",100
232,"[3, 173, 174, 0, 179, 13, 178, 178]","Down",100
233,"[3, 174, 174, 0, 179, 13, 178, 178]","Down",100
234,"[3, 174, 174, 0, 179, 13, 178, 178]","Down",100
235,"[3, 174, 174, 0, 179, 13, 178, 178]","Down",100
236,"[3, 174, 175, 0, 179, 13, 178, 178]","Down",100
237,"[3, 174, 175, 0, 179, 13, 179, 178]","Down",100
238,"[3, 174, 175, 0, 179, 13, 179, 178]","Down",100
239,"[3, 174, 175, 0, 179, 13, 179, 178]","Down",100
240,"[3, 174, 175, 0, 179, 13, 179, 178]","Down",100
241,"[3, 175, 175, 0, 179, 13, 179, 178]","Down",100
242,"[3, 175, 175, 0, 179, 13, 179, 179]","Down",100
243,"[3, 175, 175, 0, 179, 13, 179, 179]","Down",100
244,"[3, 175, 175, 0, 179, 13, 179, 179]","Down",100
245,"[3, 175, 175, 0, 179, 13, 179, 179]","Down",100
246,"[3, 175, 175, 0, 179, 13, 179, 179]","Down",100
247,"[3, 175, 175, 0, 179, 13, 179, 179]","Down",100
248,"[3, 175, 175, 0, 179, 14, 179, 179]","Down",100
249,"[3, 175, 175, 0, 179, 13, 179, 179]","Down",100
250,"[3, 175, 175, 0, 179, 14, 179, 179]","Down",100
251,"[3, 175, 175, 0, 179, 14, 179, 179]","Down",100
252,"[3, 175, 176, 0, 179, 14, 179, 179]","Down",100
