,Angles,Phase,Correction
387,"[56, 171, 178, 0, 157, 2, 160, 171]",,Widen your legs
388,"[56, 171, 178, 0, 157, 2, 160, 171]",,Widen your legs
389,"[57, 171, 178, 0, 157, 2, 160, 171]",,Widen your legs
390,"[57, 171, 178, 0, 157, 2, 160, 171]",,Widen your legs
391,"[57, 171, 178, 0, 157, 2, 160, 171]",,Widen your legs
392,"[57, 171, 178, 0, 157, 2, 159, 171]",,Widen your legs
393,"[57, 171, 178, 0, 157, 2, 159, 171]",,Widen your legs
394,"[58, 171, 178, 0, 157, 2, 159, 171]",,Widen your legs
395,"[58, 171, 178, 0, 157, 2, 159, 171]",,Widen your legs
396,"[58, 171, 178, 0, 157, 2, 159, 171]",,Widen your legs
397,"[58, 171, 178, 0, 157, 3, 159, 171]",,Widen your legs
398,"[58, 171, 178, 0, 157, 3, 159, 171]",,Widen your legs
399,"[58, 172, 178, 0, 157, 3, 159, 171]",,Widen your legs
400,"[58, 172, 179, 0, 157, 3, 159, 171]",,Widen your legs
401,"[58, 172, 179, 0, 157, 3, 159, 171]",,Widen your legs
402,"[58, 172, 179, 0, 157, 3, 160, 171]",,Widen your legs
403,"[58, 172, 179, 0, 157, 3, 160, 171]",,Widen your legs
404,"[58, 172, 179, 0, 157, 3, 160, 171]",,Widen your legs
405,"[58, 172, 179, 0, 157, 3, 160, 171]",,Widen your legs
406,"[58, 172, 179, 0, 157, 3, 160, 171]",,Widen your legs
407,"[58, 172, 179, 0, 157, 3, 160, 171]",,Widen your legs
408,"[58, 172, 179, 0, 157, 3, 160, 171]",,Widen your legs
409,"[58, 172, 179, 0, 157, 3, 160, 171]",,Widen your legs
410,"[58, 172, 179, 0, 157, 3, 160, 171]",,Widen your legs
411,"[58, 172, 179, 0, 157, 3, 160, 171]",,Widen your legs
412,"[58, 172, 179, 0, 157, 3, 160, 171]",,Widen your legs
413,"[58, 172, 179, 0, 157, 3, 160, 171]",,Widen your legs
414,"[58, 172, 179, 0, 157, 3, 160, 171]",,Widen your legs
415,"[58, 172, 179, 0, 157, 3, 160, 171]",,Widen your legs
416,"[58, 172, 179, 0, 157, 3, 160, 171]",,Widen your legs
417,"[58, 172, 179, 0, 157, 3, 160, 171]",,Widen your legs
418,"[58, 171, 179, 0, 157, 3, 159, 171]",,Widen your legs
419,"[58, 171, 179, 0, 157, 3, 159, 171]",,Widen your legs
420,"[58, 171, 179, 0, 157, 3, 159, 171]",,Widen your legs
421,"[58, 171, 179, 0, 157, 3, 159, 171]",,Widen your legs
422,"[58, 171, 179, 0, 157, 3, 159, 171]",,Widen your legs
423,"[58, 171, 179, 0, 157, 3, 159, 171]",,Widen your legs
424,"[58, 171, 179, 0, 157, 3, 159, 171]",,Widen your legs
425,"[58, 171, 179, 0, 157, 3, 159, 171]",,Widen your legs
426,"[58, 171, 179, 0, 157, 3, 159, 171]",,Widen your legs
427,"[58, 171, 179, 0, 157, 3, 159, 171]",,Widen your legs
428,"[59, 171, 179, 0, 157, 3, 159, 171]",,Widen your legs
429,"[59, 171, 179, 0, 157, 3, 159, 171]",,Widen your legs
430,"[59, 171, 179, 0, 157, 3, 159, 171]",,Widen your legs
431,"[59, 171, 179, 0, 157, 3, 159, 171]",,Widen your legs
432,"[59, 171, 179, 0, 157, 3, 159, 171]",,Widen your legs
433,"[59, 171, 179, 0, 157, 3, 159, 171]",,Widen your legs
434,"[59, 171, 179, 0, 157, 3, 159, 171]",,Widen your legs
435,"[59, 171, 179, 0, 157, 3, 159, 171]",,Widen your legs
436,"[59, 171, 179, 0, 157, 3, 159, 171]",,Widen your legs
437,"[59, 170, 179, 0, 157, 3, 159, 171]",,Widen your legs
438,"[60, 170, 179, 0, 157, 3, 159, 171]",,Widen your legs
439,"[60, 170, 179, 0, 157, 3, 159, 171]",,Widen your legs
440,"[60, 170, 179, 0, 157, 3, 159, 171]",,Widen your legs
441,"[60, 170, 179, 0, 157, 3, 159, 171]",,Widen your legs
442,"[60, 170, 179, 0, 157, 3, 158, 171]",,Widen your legs
443,"[60, 170, 179, 0, 157, 3, 158, 171]",,Widen your legs
444,"[60, 170, 179, 0, 157, 3, 158, 171]",,Widen your legs
445,"[60, 170, 179, 0, 158, 3, 158, 171]",,Widen your legs
446,"[60, 170, 179, 0, 158, 3, 159, 171]",,Widen your legs
447,"[60, 170, 179, 0, 158, 3, 159, 171]",,Widen your legs
448,"[60, 170, 179, 0, 158, 3, 159, 171]",,Widen your legs
449,"[60, 170, 179, 0, 158, 3, 159, 171]",,Widen your legs
450,"[60, 170, 179, 0, 158, 3, 159, 171]",,Widen your legs
451,"[60, 170, 179, 0, 158, 3, 159, 171]",,Widen your legs
452,"[60, 170, 179, 0, 158, 3, 159, 171]",,Widen your legs
453,"[60, 170, 179, 0, 158, 3, 159, 171]",,Widen your legs
454,"[60, 170, 179, 0, 158, 3, 159, 171]",,Widen your legs
455,"[61, 170, 179, 0, 158, 3, 159, 171]",,Widen your legs
456,"[61, 170, 179, 0, 158, 3, 159, 171]",,Widen your legs
457,"[61, 170, 179, 0, 158, 3, 159, 171]",,Widen your legs
458,"[61, 170, 179, 0, 158, 3, 159, 171]",,Widen your legs
459,"[61, 170, 179, 0, 158, 3, 159, 171]",,Widen your legs
460,"[61, 170, 179, 0, 158, 3, 160, 171]",,Widen your legs
461,"[61, 170, 179, 0, 158, 3, 160, 171]",,Widen your legs
462,"[61, 170, 179, 0, 158, 3, 160, 171]",,Widen your legs
463,"[61, 170, 179, 0, 158, 3, 160, 171]",,Widen your legs
464,"[61, 170, 179, 0, 158, 3, 160, 171]",,Widen your legs
465,"[61, 170, 179, 0, 158, 3, 160, 171]",,Widen your legs
466,"[61, 170, 179, 0, 158, 3, 160, 170]",,Widen your legs
467,"[61, 169, 179, 0, 158, 3, 160, 170]",,Widen your legs
468,"[61, 169, 179, 0, 158, 3, 159, 170]",,Widen your legs
469,"[62, 169, 180, 0, 158, 3, 159, 170]",,Widen your legs
470,"[62, 169, 180, 0, 158, 3, 159, 170]",,Widen your legs
471,"[62, 169, 180, 0, 158, 3, 159, 170]",,Widen your legs
472,"[62, 169, 180, 0, 158, 3, 159, 170]",,Widen your legs
473,"[62, 169, 180, 0, 158, 3, 159, 170]",,Widen your legs
474,"[62, 169, 180, 0, 158, 3, 159, 170]",,Widen your legs
475,"[62, 169, 180, 0, 158, 3, 160, 170]",,Widen your legs
476,"[62, 169, 180, 0, 158, 3, 160, 170]",,Widen your legs
477,"[62, 169, 180, 0, 158, 3, 160, 170]",,Widen your legs
478,"[62, 169, 180, 0, 158, 3, 160, 170]",,Widen your legs
479,"[62, 169, 180, 0, 158, 3, 160, 170]",,Widen your legs
480,"[62, 169, 180, 0, 158, 3, 160, 170]",,Widen your legs
481,"[62, 169, 180, 0, 158, 3, 160, 170]",,Widen your legs
482,"[62, 169, 180, 0, 158, 3, 160, 170]",,Widen your legs
483,"[62, 169, 180, 0, 158, 3, 160, 170]",,Widen your legs
484,"[62, 169, 180, 0, 158, 3, 160, 170]",,Widen your legs
485,"[62, 169, 180, 0, 158, 3, 160, 170]",,Widen your legs
486,"[62, 169, 180, 0, 158, 3, 160, 170]",,Widen your legs
487,"[62, 169, 180, 0, 158, 2, 160, 170]",,Widen your legs
488,"[62, 169, 180, 0, 158, 2, 160, 170]",,Widen your legs
489,"[62, 169, 180, 0, 158, 2, 160, 170]",,Widen your legs
490,"[62, 169, 180, 0, 158, 2, 160, 170]",,Widen your legs
491,"[62, 169, 180, 0, 158, 2, 160, 170]",,Widen your legs
492,"[62, 169, 180, 0, 158, 2, 160, 170]",,Widen your legs
493,"[62, 169, 180, 0, 159, 2, 160, 170]",,Widen your legs
494,"[62, 169, 180, 0, 159, 2, 160, 170]",,Widen your legs
495,"[63, 169, 180, 0, 159, 2, 160, 170]",,Widen your legs
496,"[63, 169, 180, 0, 159, 2, 160, 170]",,Widen your legs
497,"[63, 169, 180, 0, 159, 2, 160, 170]",,Widen your legs
498,"[63, 169, 180, 0, 159, 2, 160, 170]",,Widen your legs
499,"[63, 169, 180, 0, 159, 2, 160, 170]",,Widen your legs
500,"[63, 169, 180, 0, 159, 2, 160, 170]",,Widen your legs
501,"[63, 169, 180, 0, 159, 2, 160, 170]",,Widen your legs
502,"[62, 170, 180, 0, 159, 2, 160, 170]",,Widen your legs
503,"[63, 170, 180, 0, 159, 2, 159, 170]",,Widen your legs
504,"[63, 170, 180, 0, 159, 3, 159, 170]",,Widen your legs
505,"[63, 170, 180, 0, 159, 3, 159, 170]",,Widen your legs
506,"[63, 170, 180, 0, 158, 3, 159, 170]",,Widen your legs
507,"[63, 170, 180, 0, 158, 3, 159, 170]",,Widen your legs
508,"[63, 170, 180, 0, 158, 3, 158, 170]",,Widen your legs
509,"[63, 170, 180, 0, 158, 3, 158, 170]",,Widen your legs
510,"[63, 170, 180, 0, 158, 3, 158, 169]",,Widen your legs
511,"[63, 170, 180, 0, 158, 3, 158, 169]",,Widen your legs
512,"[63, 170, 180, 0, 157, 3, 158, 169]",,Widen your legs
513,"[63, 170, 180, 0, 157, 3, 158, 169]",,Widen your legs
514,"[63, 170, 180, 0, 157, 3, 157, 169]",,Widen your legs
515,"[63, 170, 180, 0, 157, 3, 157, 168]",,Widen your legs
516,"[63, 170, 180, 0, 156, 3, 156, 168]",,Widen your legs
517,"[63, 170, 180, 0, 156, 3, 156, 168]",,Widen your legs
518,"[63, 170, 180, 0, 155, 3, 155, 167]",,Widen your legs
519,"[63, 170, 180, 0, 155, 3, 155, 167]",,Widen your legs
520,"[63, 170, 180, 0, 154, 2, 155, 167]",,Widen your legs
521,"[64, 169, 180, 0, 154, 3, 154, 167]",,Widen your legs
522,"[64, 169, 180, 0, 153, 3, 154, 166]",,Widen your legs
523,"[64, 169, 180, 0, 152, 2, 153, 166]",,Widen your legs
524,"[64, 169, 180, 0, 151, 2, 153, 165]",,Widen your legs
525,"[63, 169, 180, 0, 150, 2, 154, 165]",,Widen your legs
526,"[62, 170, 180, 0, 149, 2, 154, 165]",,Widen your legs
527,"[61, 170, 180, 0, 147, 1, 152, 164]",,Widen your legs
528,"[60, 170, 180, 0, 146, 1, 151, 164]",,Widen your legs
529,"[60, 170, 180, 0, 145, 0, 148, 163]",,Widen your legs
530,"[60, 170, 180, 0, 143, 0, 145, 163]",,Widen your legs
531,"[60, 170, 180, 0, 142, 2, 144, 163]",,Widen your legs
532,"[59, 170, 180, 0, 139, 3, 135, 163]",,Widen your legs
533,"[58, 170, 180, 0, 136, 4, 129, 163]",,Widen your legs
534,"[58, 170, 180, 0, 133, 4, 126, 163]",,Widen your legs
535,"[57, 170, 180, 0, 129, 5, 113, 163]",,Widen your legs
536,"[56, 170, 180, 0, 126, 6, 102, 163]",,Widen your legs
537,"[56, 169, 180, 0, 124, 6, 95, 163]",,Widen your legs
538,"[55, 168, 180, 0, 123, 7, 84, 162]",,Widen your legs
539,"[53, 168, 180, 0, 122, 8, 82, 162]",,Widen your legs
540,"[51, 168, 179, 0, 121, 9, 85, 162]",,Widen your legs
541,"[50, 168, 179, 0, 121, 10, 81, 162]",,Widen your legs
542,"[50, 168, 179, 0, 121, 12, 79, 163]",,Widen your legs
543,"[49, 168, 179, 0, 121, 16, 77, 163]",,Widen your legs
544,"[50, 168, 178, 0, 120, 17, 73, 163]",,Widen your legs
545,"[50, 168, 179, 0, 120, 16, 71, 164]",,Widen your legs
546,"[50, 169, 178, 0, 120, 17, 70, 165]",,Widen your legs
547,"[50, 169, 178, 0, 120, 17, 69, 166]",,Widen your legs
548,"[50, 169, 178, 0, 121, 18, 69, 166]",,Widen your legs
549,"[50, 169, 179, 0, 121, 22, 70, 167]",,Widen your legs
550,"[50, 169, 179, 0, 121, 23, 70, 167]",,Widen your legs
551,"[50, 169, 179, 0, 122, 22, 70, 167]",,Widen your legs
552,"[51, 169, 179, 0, 122, 22, 70, 167]",,Widen your legs
553,"[51, 169, 179, 0, 122, 22, 71, 166]",,Widen your legs
554,"[51, 169, 178, 0, 122, 22, 71, 166]",,Widen your legs
555,"[52, 169, 178, 0, 122, 23, 70, 165]",,Widen your legs
556,"[52, 169, 178, 0, 122, 23, 70, 164]",,Widen your legs
557,"[52, 169, 178, 0, 123, 24, 69, 163]",,Widen your legs
558,"[53, 169, 179, 0, 123, 24, 69, 161]",,Widen your legs
559,"[53, 169, 179, 0, 123, 24, 69, 159]",,Widen your legs
560,"[53, 169, 179, 0, 123, 24, 69, 156]",,Widen your legs
561,"[54, 169, 178, 0, 123, 24, 69, 152]",,Widen your legs
562,"[54, 169, 178, 0, 123, 24, 69, 148]",,Widen your legs
563,"[54, 169, 178, 0, 122, 23, 70, 145]",,Widen your legs
564,"[54, 169, 178, 0, 122, 23, 70, 141]",,Widen your legs
565,"[54, 169, 178, 0, 122, 22, 70, 136]",,Widen your legs
566,"[54, 169, 177, 0, 121, 22, 70, 133]",,Widen your legs
567,"[54, 169, 177, 0, 121, 20, 68, 131]",,Widen your legs
568,"[53, 169, 177, 0, 120, 20, 67, 128]",,Widen your legs
569,"[52, 169, 177, 0, 119, 20, 68, 124]",,Widen your legs
570,"[51, 169, 177, 0, 117, 20, 68, 121]",,Widen your legs
571,"[50, 169, 177, 0, 117, 21, 68, 117]",,Widen your legs
572,"[50, 169, 177, 0, 116, 22, 66, 113]",,Widen your legs
573,"[49, 169, 178, 0, 115, 22, 63, 108]",,Widen your legs
574,"[49, 169, 178, 0, 113, 20, 61, 102]",,Widen your legs
575,"[48, 169, 178, 0, 110, 19, 59, 94]",,Widen your legs
576,"[47, 169, 178, 0, 108, 17, 58, 89]",,Widen your legs
577,"[46, 169, 178, 0, 106, 16, 59, 85]",,Widen your legs
578,"[46, 169, 178, 0, 104, 14, 60, 84]",,Widen your legs
579,"[45, 169, 178, 0, 103, 11, 63, 82]",,Widen your legs
580,"[45, 171, 178, 0, 102, 8, 63, 80]",,Widen your legs
581,"[44, 171, 178, 0, 102, 6, 65, 78]",,Widen your legs
582,"[43, 171, 178, 0, 101, 3, 68, 74]",,Widen your legs
583,"[43, 170, 178, 0, 101, 2, 69, 73]",,Widen your legs
584,"[44, 170, 178, 0, 100, 3, 73, 71]",,Widen your legs
585,"[44, 170, 178, 0, 100, 1, 73, 71]",,Widen your legs
586,"[44, 171, 178, 0, 99, 2, 73, 71]",,Widen your legs
587,"[44, 171, 178, 0, 99, 2, 73, 70]",,Widen your legs
588,"[43, 170, 178, 0, 97, 3, 72, 68]",,Widen your legs
589,"[43, 171, 178, 0, 96, 3, 72, 67]",,Widen your legs
590,"[43, 171, 177, 0, 95, 5, 71, 65]",,Widen your legs
591,"[42, 171, 177, 0, 95, 5, 72, 65]",,Widen your legs
592,"[42, 170, 176, 0, 95, 5, 71, 65]",,Widen your legs
593,"[43, 171, 177, 0, 95, 5, 71, 64]",,Widen your legs
594,"[43, 171, 177, 0, 95, 6, 70, 64]",,Widen your legs
595,"[43, 170, 177, 0, 95, 6, 69, 63]",,Widen your legs
596,"[43, 170, 177, 0, 96, 5, 70, 63]",,Widen your legs
597,"[43, 170, 177, 0, 96, 6, 70, 63]",,Widen your legs
598,"[42, 170, 178, 0, 97, 6, 69, 63]",,Widen your legs
599,"[41, 170, 178, 0, 97, 6, 68, 63]",,Widen your legs
600,"[39, 171, 178, 0, 97, 6, 68, 63]",,Widen your legs
