,Angles,Phase,Score
45,"[36, 129, 30, 0, 180, 12, 179, 179]","Up",100
46,"[32, 174, 41, 0, 180, 12, 178, 179]","Null",90
47,"[27, 170, 74, 0, 180, 12, 177, 179]","Null",90
48,"[26, 166, 95, 0, 180, 13, 177, 179]","Null",90
49,"[22, 170, 116, 0, 180, 13, 177, 179]","Null",90
50,"[19, 172, 134, 0, 180, 13, 177, 179]","Null",90
51,"[17, 171, 137, 0, 180, 13, 177, 179]","Null",90
52,"[12, 173, 151, 0, 180, 13, 177, 178]","Null",90
53,"[8, 177, 167, 0, 180, 13, 178, 179]","Null",90
54,"[6, 180, 170, 0, 180, 13, 178, 179]","Null",90
55,"[4, 179, 170, 0, 180, 13, 177, 179]","Null",90
56,"[3, 177, 172, 0, 179, 13, 177, 180]","Null",90
57,"[3, 178, 174, 0, 180, 13, 177, 180]","Null",90
58,"[2, 178, 175, 0, 180, 13, 177, 180]","Null",90
59,"[2, 179, 175, 0, 180, 12, 177, 180]","Null",90
60,"[2, 180, 176, 0, 180, 13, 177, 180]","Down",100
61,"[2, 180, 177, 0, 180, 13, 178, 179]","Down",100
62,"[2, 179, 178, 0, 180, 13, 178, 178]","Down",100
63,"[2, 179, 178, 0, 180, 12, 179, 178]","Down",100
64,"[1, 179, 179, 0, 180, 11, 178, 178]","Down",100
65,"[1, 179, 179, 0, 180, 11, 178, 178]","Down",100
66,"[1, 179, 180, 0, 180, 11, 179, 178]","Down",100
67,"[0, 178, 179, 0, 180, 11, 179, 178]","Down",100
68,"[0, 178, 179, 0, 179, 11, 179, 179]","Down",100
69,"[0, 178, 179, 0, 179, 12, 178, 180]","Down",100
70,"[2, 178, 179, 0, 179, 12, 177, 180]","Down",100
71,"[3, 178, 179, 0, 179, 12, 177, 179]","Down",100
72,"[4, 177, 179, 0, 179, 12, 178, 179]","Down",100
73,"[5, 178, 179, 0, 179, 12, 177, 179]","Down",100
74,"[7, 178, 179, 0, 179, 12, 179, 179]","Down",100
75,"[8, 179, 179, 0, 179, 12, 179, 178]","Down",100
76,"[8, 179, 179, 0, 179, 12, 179, 178]","Down",100
77,"[9, 180, 179, 0, 179, 12, 179, 178]","Down",100
78,"[9, 180, 178, 0, 179, 12, 179, 178]","Down",100
79,"[9, 180, 178, 0, 179, 12, 179, 178]","Down",100
80,"[9, 180, 178, 0, 179, 12, 179, 178]","Down",100
81,"[8, 179, 178, 0, 179, 12, 178, 178]","Down",100
82,"[8, 179, 178, 0, 179, 12, 178, 177]","Down",100
83,"[8, 179, 178, 0, 179, 13, 178, 177]","Down",100
84,"[7, 179, 178, 0, 179, 12, 177, 178]","Down",100
85,"[6, 179, 178, 0, 179, 12, 177, 179]","Down",100
86,"[6, 179, 179, 0, 179, 12, 178, 178]","Down",100
87,"[5, 179, 179, 0, 179, 12, 178, 178]","Down",100
88,"[3, 179, 179, 0, 179, 11, 178, 179]","Down",100
89,"[1, 178, 179, 0, 179, 11, 178, 179]","Down",100
90,"[1, 178, 179, 0, 180, 11, 178, 179]","Down",100
91,"[0, 178, 180, 0, 180, 11, 178, 178]","Down",100
92,"[1, 178, 178, 0, 180, 12, 177, 178]","Down",100
93,"[1, 178, 177, 0, 180, 12, 177, 178]","Down",100
94,"[2, 178, 175, 0, 180, 12, 176, 178]","Null",80
95,"[3, 179, 173, 0, 180, 13, 175, 178]","Null",80
96,"[4, 179, 171, 0, 180, 13, 174, 178]","Null",80
97,"[3, 176, 161, 0, 180, 13, 174, 178]","Null",80
98,"[3, 170, 153, 0, 180, 14, 174, 179]","Null",80
99,"[4, 160, 140, 0, 180, 13, 174, 179]","Null",80
100,"[4, 141, 115, 0, 180, 14, 174, 178]","Null",80
101,"[4, 146, 103, 0, 180, 14, 174, 179]","Null",80
102,"[4, 126, 98, 0, 180, 14, 174, 178]","Null",80
103,"[4, 178, 69, 0, 180, 13, 175, 179]","Null",80
104,"[3, 2, 52, 0, 180, 14, 175, 179]","Null",80
105,"[3, 1, 46, 0, 180, 14, 175, 179]","Null",80
106,"[3, 4, 44, 0, 180, 14, 175, 179]","Null",80
107,"[3, 5, 43, 0, 180, 14, 175, 179]","Null",80
108,"[3, 0, 45, 0, 180, 13, 175, 179]","Null",80
109,"[3, 16, 47, 0, 180, 13, 175, 179]","Null",80
110,"[3, 86, 49, 0, 180, 13, 175, 179]","Null",80
111,"[3, 117, 50, 0, 180, 13, 175, 179]","Null",80
112,"[2, 132, 67, 0, 180, 13, 175, 179]","Null",80
113,"[2, 156, 88, 0, 180, 13, 175, 179]","Null",80
114,"[1, 179, 109, 0, 180, 14, 174, 179]","Null",80
115,"[0, 177, 132, 0, 180, 14, 174, 179]","Null",80
116,"[1, 168, 145, 0, 180, 14, 174, 179]","Null",80
117,"[1, 179, 164, 0, 180, 14, 174, 179]","Null",80
118,"[1, 179, 170, 0, 180, 13, 175, 179]","Null",80
119,"[1, 179, 172, 0, 180, 13, 175, 179]","Null",80
120,"[1, 178, 174, 0, 180, 13, 175, 180]","Null",80
121,"[1, 177, 176, 0, 180, 13, 175, 180]","Down",100
122,"[2, 177, 178, 0, 180, 13, 175, 179]","Down",100
123,"[2, 177, 178, 0, 180, 12, 175, 179]","Down",100
124,"[2, 177, 179, 0, 180, 12, 175, 179]","Down",100
125,"[2, 177, 180, 0, 180, 12, 175, 179]","Down",100
126,"[2, 177, 179, 0, 180, 12, 176, 179]","Down",100
127,"[3, 177, 179, 0, 180, 12, 176, 180]","Down",100
128,"[3, 178, 179, 0, 180, 12, 176, 180]","Down",100
129,"[3, 178, 178, 0, 180, 11, 176, 180]","Down",100
130,"[3, 178, 178, 0, 180, 11, 176, 180]","Down",100
131,"[3, 178, 178, 0, 180, 12, 176, 180]","Down",100
132,"[3, 178, 178, 0, 180, 12, 176, 180]","Down",100
133,"[2, 178, 178, 0, 180, 12, 176, 180]","Down",100
134,"[2, 179, 178, 0, 180, 12, 176, 180]","Down",100
135,"[2, 179, 178, 0, 180, 12, 176, 180]","Down",100
136,"[2, 179, 178, 0, 180, 12, 176, 180]","Down",100
137,"[2, 179, 178, 0, 180, 12, 176, 180]","Down",100
138,"[2, 179, 178, 0, 180, 12, 176, 180]","Down",100
139,"[2, 179, 178, 0, 180, 12, 176, 179]","Down",100
140,"[2, 179, 178, 0, 180, 12, 176, 179]","Down",100
141,"[2, 179, 178, 0, 180, 12, 176, 179]","Down",100
142,"[2, 179, 178, 0, 180, 12, 176, 179]","Down",100
143,"[2, 179, 178, 0, 180, 12, 176, 180]","Down",100
144,"[2, 179, 178, 0, 180, 12, 176, 180]","Down",100
145,"[1, 179, 178, 0, 180, 12, 176, 180]","Down",100
146,"[1, 179, 178, 0, 180, 11, 177, 179]","Down",100
147,"[2, 179, 179, 0, 180, 11, 177, 179]","Down",100
148,"[2, 179, 179, 0, 180, 11, 177, 179]","Down",100
149,"[2, 178, 180, 0, 180, 11, 177, 180]","Down",100
150,"[2, 178, 179, 0, 180, 12, 177, 180]","Down",100
151,"[2, 178, 178, 0, 180, 12, 177, 180]","Down",100
152,"[2, 179, 175, 0, 180, 13, 175, 179]","Down",100
153,"[2, 179, 170, 0, 180, 14, 173, 179]","Null",100
154,"[2, 174, 162, 0, 180, 14, 173, 179]","Null",100
155,"[2, 164, 133, 0, 180, 15, 174, 178]","Null",100
156,"[2, 46, 115, 0, 180, 14, 174, 178]","Null",100
157,"[1, 9, 54, 0, 180, 15, 174, 178]","Null",100
158,"[1, 8, 35, 0, 180, 15, 175, 178]","Null",100
159,"[3, 9, 28, 0, 179, 14, 175, 179]","Null",100
160,"[5, 9, 25, 0, 179, 14, 176, 179]","Null",100
161,"[5, 9, 22, 0, 179, 14, 176, 179]","Up",100
162,"[6, 11, 21, 0, 179, 13, 177, 179]","Up",100
163,"[5, 12, 22, 0, 180, 13, 177, 179]","Up",100
164,"[4, 12, 20, 0, 180, 12, 177, 180]","Up",100
165,"[3, 11, 19, 0, 180, 12, 178, 180]","Up",100
166,"[3, 11, 19, 0, 180, 12, 178, 180]","Up",100
167,"[3, 10, 18, 0, 180, 12, 178, 180]","Up",100
168,"[2, 11, 19, 0, 180, 12, 179, 179]","Up",100
169,"[1, 11, 19, 0, 180, 12, 179, 179]","Up",100
170,"[1, 10, 19, 0, 180, 12, 179, 179]","Up",100
171,"[2, 10, 19, 0, 180, 12, 179, 178]","Up",100
172,"[2, 11, 20, 0, 180, 12, 179, 178]","Up",100
173,"[3, 17, 25, 0, 180, 12, 179, 178]","Up",100
174,"[3, 24, 32, 0, 180, 13, 178, 178]","Null",100
175,"[3, 62, 41, 0, 180, 13, 178, 178]","Null",100
176,"[3, 176, 57, 0, 180, 13, 178, 178]","Null",100
177,"[3, 173, 76, 0, 180, 13, 178, 179]","Null",100
178,"[4, 180, 125, 0, 180, 13, 177, 179]","Null",100
179,"[4, 174, 147, 0, 180, 13, 176, 180]","Null",100
180,"[5, 176, 166, 0, 179, 14, 175, 179]","Null",100
181,"[6, 175, 173, 0, 179, 13, 176, 179]","Null",100
182,"[9, 175, 177, 0, 180, 12, 180, 179]","Null",100
183,"[13, 174, 178, 0, 180, 12, 180, 180]","Null",100
184,"[14, 174, 179, 0, 180, 11, 180, 180]","Down",100
185,"[17, 174, 180, 0, 180, 11, 180, 180]","Down",100
186,"[19, 174, 180, 0, 180, 11, 180, 180]","Down",100
187,"[22, 174, 180, 0, 180, 11, 180, 180]","Down",100
188,"[25, 175, 179, 0, 180, 12, 179, 179]","Down",100
189,"[31, 175, 179, 0, 180, 11, 179, 179]","Down",100
190,"[40, 176, 179, 0, 180, 11, 179, 179]","Down",100
191,"[45, 176, 179, 0, 180, 11, 179, 179]","Down",100
192,"[49, 176, 179, 0, 180, 11, 179, 179]","Down",100
193,"[62, 176, 178, 0, 180, 11, 179, 178]","Down",100
194,"[70, 176, 178, 0, 180, 11, 178, 175]","Down",100
195,"[67, 176, 178, 0, 180, 12, 178, 174]","Down",100
196,"[66, 177, 178, 0, 180, 12, 178, 175]","Down",100
197,"[63, 177, 178, 0, 180, 11, 178, 177]","Down",100
198,"[65, 177, 178, 0, 180, 12, 179, 177]","Down",100
199,"[64, 177, 178, 0, 180, 12, 179, 177]","Down",100
200,"[62, 177, 178, 0, 180, 12, 179, 178]","Down",100
201,"[61, 177, 178, 0, 179, 12, 178, 179]","Down",100
202,"[67, 178, 178, 0, 179, 11, 177, 180]","Down",100
203,"[69, 178, 179, 0, 179, 10, 176, 179]","Down",100
204,"[79, 178, 179, 0, 179, 9, 175, 178]","Down",100
205,"[94, 179, 179, 0, 179, 10, 175, 178]","Down",100
206,"[109, 179, 179, 0, 179, 10, 176, 179]","Down",100
207,"[109, 179, 180, 0, 179, 10, 176, 179]","Down",100
208,"[108, 178, 179, 0, 179, 9, 176, 179]","Down",100
209,"[113, 177, 179, 0, 179, 9, 176, 179]","Down",100
210,"[121, 177, 179, 0, 179, 9, 176, 179]","Down",100
211,"[112, 177, 179, 0, 179, 9, 177, 179]","Down",100
212,"[111, 177, 179, 0, 179, 10, 177, 179]","Down",100
213,"[146, 176, 179, 0, 179, 10, 178, 179]","Down",100
214,"[167, 176, 179, 0, 180, 10, 178, 179]","Down",100
