,Angles,Phase,Score
169,"[16, 53, 57, 0, 173, 6, 180, 180]","Up",100
170,"[16, 44, 54, 0, 173, 6, 180, 179]","Up",100
171,"[16, 37, 51, 0, 173, 6, 180, 179]","Up",100
172,"[15, 30, 47, 0, 174, 6, 180, 179]","Up",100
173,"[15, 28, 44, 0, 174, 6, 180, 179]","Up",100
174,"[15, 25, 42, 0, 174, 6, 180, 179]","Up",100
175,"[14, 22, 39, 0, 174, 6, 180, 179]","Up",100
176,"[13, 18, 36, 0, 175, 6, 180, 180]","Up",100
177,"[14, 16, 33, 0, 175, 5, 180, 177]","Up",100
178,"[14, 15, 30, 0, 175, 5, 180, 176]","Up",100
179,"[12, 15, 27, 0, 175, 5, 180, 176]","Up",100
180,"[12, 14, 25, 0, 175, 5, 180, 176]","Up",100
181,"[11, 13, 24, 0, 175, 6, 180, 175]","Up",100
182,"[11, 12, 23, 0, 176, 6, 180, 174]","Up",100
183,"[10, 11, 21, 0, 176, 6, 180, 175]","Up",100
184,"[10, 10, 20, 0, 176, 6, 180, 175]","Up",100
185,"[9, 9, 18, 0, 176, 6, 180, 177]","Up",100
186,"[9, 9, 18, 0, 176, 6, 180, 176]","Up",100
187,"[9, 8, 18, 0, 176, 6, 180, 177]","Up",100
188,"[10, 7, 18, 0, 176, 6, 180, 177]","Up",100
189,"[10, 6, 18, 0, 176, 6, 180, 180]","Up",100
190,"[10, 6, 18, 0, 176, 6, 180, 179]","Up",100
191,"[10, 6, 18, 0, 176, 6, 180, 180]","Up",100
192,"[10, 6, 18, 0, 176, 6, 180, 180]","Up",100
193,"[10, 6, 18, 0, 176, 6, 180, 179]","Up",100
194,"[10, 6, 18, 0, 176, 6, 180, 179]","Up",100
195,"[10, 7, 18, 0, 176, 6, 180, 180]","Up",100
196,"[10, 7, 18, 0, 176, 6, 180, 179]","Up",100
197,"[10, 7, 20, 0, 176, 6, 180, 179]","Up",100
198,"[10, 9, 22, 0, 176, 7, 180, 178]","Up",100
199,"[11, 11, 25, 0, 175, 6, 180, 178]","Up",100
200,"[11, 12, 31, 0, 175, 6, 180, 178]","Up",100
201,"[12, 14, 35, 0, 175, 5, 180, 178]","Up",100
202,"[12, 17, 38, 0, 175, 5, 180, 178]","Up",100
203,"[13, 19, 42, 0, 175, 5, 180, 178]","Up",100
204,"[13, 25, 46, 0, 175, 5, 180, 178]","Up",100
205,"[14, 32, 50, 0, 174, 6, 180, 180]","Up",100
206,"[15, 39, 53, 0, 174, 6, 180, 179]","Up",100
207,"[16, 51, 58, 0, 173, 6, 180, 180]","Up",100
208,"[16, 60, 61, 0, 173, 6, 180, 179]","Up",100
209,"[17, 70, 67, 0, 173, 6, 179, 179]","Null",100
210,"[17, 77, 72, 0, 173, 7, 179, 178]","Null",100
211,"[17, 80, 77, 0, 173, 7, 180, 178]","Null",100
212,"[17, 83, 80, 0, 173, 7, 180, 177]","Null",100
213,"[17, 93, 88, 0, 173, 7, 180, 177]","Null",100
214,"[17, 91, 94, 0, 173, 7, 180, 177]","Null",100
215,"[17, 107, 98, 0, 173, 7, 180, 177]","Null",100
216,"[17, 149, 102, 0, 173, 7, 180, 177]","Null",100
217,"[17, 147, 110, 0, 173, 7, 180, 177]","Null",100
218,"[17, 149, 115, 0, 173, 7, 180, 178]","Null",100
219,"[17, 150, 120, 0, 174, 7, 180, 179]","Null",100
220,"[17, 150, 125, 0, 174, 7, 180, 178]","Null",100
221,"[16, 152, 130, 0, 174, 7, 180, 178]","Null",100
222,"[16, 156, 135, 0, 174, 7, 180, 178]","Null",100
223,"[16, 157, 138, 0, 174, 7, 180, 177]","Null",100
224,"[16, 157, 141, 0, 174, 7, 179, 177]","Null",100
225,"[16, 159, 146, 0, 174, 8, 179, 177]","Null",100
226,"[16, 160, 149, 0, 174, 8, 179, 177]","Null",100
227,"[16, 161, 152, 0, 175, 8, 179, 177]","Null",100
228,"[16, 162, 154, 0, 174, 8, 179, 177]","Down",100
229,"[16, 163, 155, 0, 174, 8, 179, 178]","Down",100
230,"[16, 164, 156, 0, 174, 7, 179, 177]","Down",100
231,"[16, 165, 158, 0, 175, 6, 179, 180]","Down",100
232,"[16, 166, 159, 0, 175, 6, 179, 179]","Down",100
233,"[16, 168, 162, 0, 175, 6, 179, 180]","Down",100
234,"[16, 169, 164, 0, 175, 5, 179, 179]","Down",100
235,"[15, 170, 166, 0, 175, 5, 179, 178]","Down",100
236,"[15, 172, 167, 0, 175, 5, 179, 178]","Down",100
237,"[15, 174, 168, 0, 176, 6, 180, 177]","Down",100
238,"[15, 176, 168, 0, 177, 6, 180, 171]","Down",100
239,"[15, 177, 169, 0, 177, 6, 180, 169]","Down",100
240,"[15, 178, 170, 0, 177, 7, 179, 172]","Down",100
241,"[15, 179, 170, 0, 177, 7, 179, 173]","Down",100
242,"[15, 180, 171, 0, 176, 7, 179, 174]","Down",100
243,"[14, 180, 171, 0, 176, 8, 179, 177]","Down",100
244,"[14, 180, 172, 0, 176, 8, 179, 178]","Down",100
245,"[14, 180, 172, 0, 175, 8, 179, 179]","Down",100
246,"[14, 180, 173, 0, 175, 8, 178, 180]","Down",100
247,"[14, 179, 173, 0, 175, 8, 178, 180]","Down",100
248,"[14, 179, 173, 0, 175, 8, 178, 180]","Down",100
249,"[14, 179, 173, 0, 175, 8, 178, 180]","Down",100
250,"[14, 179, 173, 0, 174, 8, 177, 180]","Down",100
251,"[14, 179, 173, 0, 174, 8, 177, 179]","Down",100
252,"[14, 179, 173, 0, 174, 8, 177, 180]","Down",100
